Preco,Preco_Predito,Erro,Erro_Absoluto
9565,9108,457,457
18189,17536,653,653
9396,17057,-7661,7661
16308,17601,-1293,1293
627,2533,-1906,1906
37633,34257,3376,3376
,9494,,
12544,7095,5449,5449
470,13698,-13228,13228
32340,24029,8311,8311
549,2552,-2003,2003
17562,17021,541,541
470,1986,-1516,1516
12231,8793,3438,3438
14000,8373,5627,5627
16621,18470,-1849,1849
24283,47528,-23245,23245
22000,7211,14789,14789
34811,29602,5209,5209
40769,25016,15753,15753
7840,8468,-628,628
3450,2212,1238,1238
9879,6323,3556,3556
1960,8469,-6509,6509
36219,33077,3142,3142
97219,38954,58265,58265
26510,32633,-6123,6123
46728,29508,17220,17220
16904,20361,-3457,3457
15681,18182,-2501,2501
65996,62962,3034,3034
9408,18529,-9121,9121
549,8769,-8220,8220
20814,22315,-1501,1501
39722,33568,6154,6154
1176,3638,-2462,2462
8781,6069,2712,2712
13172,10340,2832,2832
12231,10069,2162,2162
17000,17972,-972,972
11563,11690,-127,127
24500,3333,21167,21167
9408,8656,752,752
,2776,,
3136,3085,51,51
6272,12366,-6094,6094
12231,10906,1325,1325
30,2913,-2883,2883
627,2930,-2303,2303
50,14969,-14919,14919
31361,59762,-28401,28401
4968,9852,-4884,4884
12000,7768,4232,4232
87811,92349,-4538,4538
15681,13934,1747,1747
8154,7793,361,361
43905,37615,6290,6290
13300,22219,-8919,8919
11563,22430,-10867,10867
15994,6031,9963,9963
10349,9885,464,464
17249,7559,9690,9690
1646,4478,-2832,2832
314,3746,-3432,3432
1803,1110,693,693
8148,9583,-1435,1435
314,4689,-4375,4375
25512,22763,2749,2749
16621,14463,2158,2158
40456,25679,14777,14777
32929,29728,3201,3201
300,51039,-50739,50739
12231,15480,-3249,3249
14583,25036,-10453,10453
,8785,,
12231,13003,-772,772
23521,9443,14078,14078
22580,17479,5101,5101
44878,48929,-4051,4051
8154,7962,192,192
17249,17266,-17,17
62023,44651,17372,17372
1254,16271,-15017,15017
3763,7079,-3316,3316
18817,16477,2340,2340
20005,18573,1432,1432
7840,7057,783,783
31204,10914,20290,20290
38063,39836,-1773,1773
8154,20858,-12704,12704
20266,19013,1253,1253
7527,7335,192,192
50651,47233,3418,3418
10036,19391,-9355,9355
10349,9637,712,712
36065,6459,29606,29606
15323,18270,-2947,2947
24000,36451,-12451,12451
16452,16320,132,132
9408,5618,3790,3790
10663,10953,-290,290
10036,12426,-2390,2390
25004,20648,4356,4356
9095,12158,-3063,3063
2038,4811,-2773,2773
6429,10083,-3654,3654
6272,17247,-10975,10975
30734,26170,4564,4564
862,1582,-720,720
7150,7809,-659,659
18817,16771,2046,2046
21950,21069,881,881
220,4258,-4038,4038
25889,19195,6694,6694
14069,15601,-1532,1532
9252,8033,1219,1219
8781,9428,-647,647
2100,5290,-3190,3190
,3299,,
6611,8403,-1792,1792
470,3670,-3200,3200
314,2670,-2356,2356
,4795,,
1568,2562,-994,994
18826,18370,456,456
9095,9575,-480,480
3136,3085,51,51
3000,2991,9,9
14113,12062,2051,2051
31349,30366,983,983
16935,14149,2786,2786
392,6152,-5760,5760
16621,11723,4898,4898
29793,23748,6045,6045
941,3358,-2417,2417
21953,19113,2840,2840
30,9435,-9405,9405
9722,34576,-24854,24854
40926,40571,355,355
627,5616,-4989,4989
16935,16392,543,543
1333,4366,-3033,3033
5331,7241,-1910,1910
13485,14152,-667,667
,29391,,
70678,63313,7365,7365
392,2177,-1785,1785
8781,7907,874,874
21012,18886,2126,2126
19416,18266,1150,1150
1882,6133,-4251,4251
14113,13913,200,200
34811,33822,989,989
18817,20122,-1305,1305
150533,75214,75319,75319
,24101,,
54568,40767,13801,13801
314,10479,-10165,10165
40983,33363,7620,7620
470,8464,-7994,7994
17562,17317,245,245
8154,6985,1169,1169
4861,4876,-15,15
784,52427,-51643,51643
33243,39349,-6106,6106
28225,18520,9705,9705
470,12426,-11956,11956
941,7912,-6971,6971
2274,2972,-698,698
7213,10439,-3226,3226
9095,6671,2424,2424
4861,7015,-2154,2154
3763,3501,262,262
20071,4313,15758,15758
20149,18209,1940,1940
,9886,,
22549,22287,262,262
17249,18688,-1439,1439
9408,9735,-327,327
15681,18395,-2714,2714
20385,16508,3877,3877
12544,4984,7560,7560
20385,45039,-24654,24654
706,18024,-17318,17318
31361,27351,4010,4010
14113,13153,960,960
10976,16003,-5027,5027
7000,10451,-3451,3451
,4530,,
46728,29704,17024,17024
4704,5466,-762,762
20438,20783,-345,345
25716,23883,1833,1833
5488,6972,-1484,1484
30326,29313,1013,1013
2000,7769,-5769,5769
470,1637,-1167,1167
8781,9597,-816,816
8938,9538,-600,600
5018,12278,-7260,7260
9408,7085,2323,2323
17249,17814,-565,565
17249,8994,8255,8255
3293,2475,818,818
36899,40755,-3856,3856
30887,20979,9908,9908
9408,8930,478,478
7840,6524,1316,1316
188,3233,-3045,3045
470,1875,-1405,1405
3000,9081,-6081,6081
8781,8074,707,707
17876,15204,2672,2672
54568,40767,13801,13801
125,2431,-2306,2306
29094,31489,-2395,2395
17876,17372,504,504
16621,17048,-427,427
5018,4716,302,302
11604,12566,-962,962
21805,17739,4066,4066
2666,9008,-6342,6342
21012,16168,4844,4844
941,3394,-2453,2453
23521,21982,1539,1539
,11719,,
549,15847,-15298,15298
14426,13962,464,464
1646,3894,-2248,2248
392,8036,-7644,7644
314,3977,-3663,3663
4704,4347,357,357
17305,16230,1075,1075
26343,33187,-6844,6844
50184,45561,4623,4623
18503,16230,2273,2273
26030,44285,-18255,18255
,3740,,
,22517,,
51517,23598,27919,27919
20488,18677,1811,1811
6000,6683,-683,683
15524,16734,-1210,1210
16599,15649,950,950
136000,94103,41897,41897
17111,44562,-27451,27451
12544,12773,-229,229
30950,23761,7189,7189
8154,15520,-7366,7366
14113,17715,-3602,3602
14113,9349,4764,4764
1300,3306,-2006,2006
1333,10318,-8985,8985
627,5343,-4716,4716
25440,21419,4021,4021
13172,15153,-1981,1981
47120,36557,10563,10563
392,1422,-1030,1030
1725,1774,-49,49
17500,16972,528,528
2117,7087,-4970,4970
20005,18244,1761,1761
17249,12673,4576,4576
25,9037,-9012,9012
9722,9638,84,84
12701,15130,-2429,2429
11917,14740,-2823,2823
16621,13682,2939,2939
8311,5978,2333,2333
25089,19174,5915,5915
2666,2046,620,620
38609,41109,-2500,2500
549,17862,-17313,17313
24462,9031,15431,15431
21012,18488,2524,2524
157,3895,-3738,3738
17249,14571,2678,2678
1000,4981,-3981,3981
29166,30223,-1057,1057
627,1841,-1214,1214
7527,7940,-413,413
9408,16825,-7417,7417
14113,12994,1119,1119
2500,5730,-3230,3230
16308,15306,1002,1002
10349,14194,-3845,3845
706,2765,-2059,2059
42337,48953,-6616,6616
4077,17297,-13220,13220
14586,19334,-4748,4748
1803,1110,693,693
18817,5542,13275,13275
12231,12823,-592,592
50178,37266,12912,12912
7840,26912,-19072,19072
706,2780,-2074,2074
17249,15626,1623,1623
29156,28729,427,427
127000,44556,82444,82444
22266,3204,19062,19062
9095,16883,-7788,7788
39066,34251,4815,4815
2901,3660,-759,759
11917,16100,-4183,4183
20385,17700,2685,2685
3607,6341,-2734,2734
17562,23175,-5613,5613
15681,15606,75,75
9095,12881,-3786,3786
14113,17302,-3189,3189
16308,14599,1709,1709
7840,16697,-8857,8857
4547,3763,784,784
3607,5150,-1543,1543
3763,3420,343,343
16308,22513,-6205,6205
13328,7357,5971,5971
941,1472,-531,531
15053,9550,5503,5503
1019,2743,-1724,1724
8154,6430,1724,1724
16778,12520,4258,4258
4704,8844,-4140,4140
9879,16677,-6798,6798
3763,5462,-1699,1699
15994,12402,3592,3592
21326,24072,-2746,2746
5959,9409,-3450,3450
42667,40976,1691,1691
2430,4744,-2314,2314
,11652,,
28852,31000,-2148,2148
8781,7580,1201,1201
35309,34945,364,364
20266,18271,1995,1995
11604,14779,-3175,3175
14269,2347,11922,11922
,4866,,
27463,30510,-3047,3047
470,2735,-2265,2265
38580,38920,-340,340
34808,51190,-16382,16382
2587,3786,-1199,1199
30420,35315,-4895,4895
23521,17928,5593,5593
10976,13183,-2207,2207
14113,14786,-673,673
14426,13992,434,434
19444,20787,-1343,1343
7840,8777,-937,937
8386,9995,-1609,1609
17562,16466,1096,1096
6272,9322,-3050,3050
11917,9793,2124,2124
470,3688,-3218,3218
23521,26746,-3225,3225
6272,4440,1832,1832
2500,22977,-20477,20477
17249,16512,737,737
43062,38912,4150,4150
24148,23934,214,214
43281,41847,1434,1434
,25252,,
8154,7156,998,998
5500,6382,-882,882
470,2031,-1561,1561
14113,20337,-6224,6224
17876,19011,-1135,1135
16935,5076,11859,11859
15685,15330,355,355
314,3977,-3663,3663
6429,11678,-5249,5249
314,12483,-12169,12169
11604,2870,8734,8734
8467,7453,1014,1014
27500,23359,4141,4141
5018,4795,223,223
188,4678,-4490,4490
6743,3194,3549,3549
21410,17434,3976,3976
10349,14764,-4415,4415
18189,4462,13727,13727
8467,10911,-2444,2444
17249,17148,101,101
10976,9018,1958,1958
14050,16865,-2815,2815
50560,54282,-3722,3722
30931,35652,-4721,4721
13338,15856,-2518,2518
10036,13742,-3706,3706
12231,13429,-1198,1198
51746,41090,10656,10656
28780,22863,5917,5917
13172,9291,3881,3881
12544,11818,726,726
4704,4889,-185,185
22260,18772,3488,3488
70,13886,-13816,13816
6899,6983,-84,84
34340,48896,-14556,14556
13172,12511,661,661
6899,16430,-9531,9531
15994,16219,-225,225
,4223,,
14834,17996,-3162,3162
22894,17618,5276,5276
19757,17076,2681,2681
10976,10061,915,915
1098,1941,-843,843
23521,19673,3848,3848
10349,10321,28,28
,31371,,
10663,10753,-90,90
75266,94200,-18934,18934
5175,6108,-933,933
79971,45545,34426,34426
21639,17043,4596,4596
20610,21967,-1357,1357
9408,8708,700,700
49259,44342,4917,4917
19444,24171,-4727,4727
28532,19944,8588,8588
,9618,,
13172,21995,-8823,8823
37633,37182,451,451
47512,43637,3875,3875
9095,6432,2663,2663
6899,10267,-3368,3368
5645,4779,866,866
29479,2793,26686,26686
3763,3256,507,507
6429,2674,3755,3755
57990,59556,-1566,1566
3136,3085,51,51
21953,14653,7300,7300
16308,17795,-1487,1487
12240,18678,-6438,6438
14069,18217,-4148,4148
5802,4301,1501,1501
3763,107991,-104228,104228
941,5288,-4347,4347
13764,11245,2519,2519
,31484,,
9408,6827,2581,2581
,14345,,
15681,15582,99,99
1019,2777,-1758,1758
19444,25143,-5699,5699
8781,6876,1905,1905
27000,19339,7661,7661
12500,9426,3074,3074
,7184,,
,22980,,
21953,19297,2656,2656
18817,24194,-5377,5377
18817,17718,1099,1099
16621,16421,200,200
,3084,,
9879,6200,3679,3679
314,1537,-1223,1223
32929,30568,2361,2361
10976,16962,-5986,5986
34497,36346,-1849,1849
10349,16464,-6115,6115
15053,20526,-5473,5473
392,3384,-2992,2992
5959,5906,53,53
1882,2735,-853,853
27654,21348,6306,6306
470,4674,-4204,4204
3000,9754,-6754,6754
3607,4988,-1381,1381
28852,18593,10259,10259
,14598,,
11917,22016,-10099,10099
17405,22697,-5292,5292
5488,5607,-119,119
16308,18668,-2360,2360
1411,4400,-2989,2989
15825,15745,80,80
19130,22353,-3223,3223
2352,4402,-2050,2050
16621,16827,-206,206
5331,8287,-2956,2956
14426,15503,-1077,1077
11604,13079,-1475,1475
39829,39117,712,712
34572,44438,-9866,9866
12544,10666,1878,1878
10976,10663,313,313
131716,91365,40351,40351
18305,18415,-110,110
13570,18734,-5164,5164
2666,20272,-17606,17606
24775,32295,-7520,7520
16960,18733,-1773,1773
5018,4553,465,465
3293,5330,-2037,2037
11917,10529,1388,1388
1019,4663,-3644,3644
20698,22132,-1434,1434
11290,12630,-1340,1340
549,1542,-993,993
16041,15213,828,828
8154,9303,-1149,1149
13642,10635,3007,3007
1568,11001,-9433,9433
35,16872,-16837,16837
,6530,,
12858,13563,-705,705
31361,26139,5222,5222
12388,5912,6476,6476
3058,13927,-10869,10869
18817,15793,3024,3024
784,11782,-10998,10998
941,3109,-2168,2168
22894,18410,4484,4484
251,7204,-6953,6953
941,3172,-2231,2231
,4519,,
30200,17280,12920,12920
52931,45608,7323,7323
2430,3943,-1513,1513
34497,20033,14464,14464
470,1986,-1516,1516
17249,25624,-8375,8375
549,4364,-3815,3815
1568,5415,-3847,3847
31047,31371,-324,324
29793,23073,6720,6720
10036,9659,377,377
30,8124,-8094,8094
14113,19809,-5696,5696
627,8436,-7809,7809
,9860,,
5500,8191,-2691,2691
17249,13858,3391,3391
5645,5815,-170,170
5959,6959,-1000,1000
89379,69998,19381,19381
4234,7390,-3156,3156
17249,14859,2390,2390
15367,15044,323,323
18817,3660,15157,15157
25716,21239,4477,4477
55678,54618,1060,1060
10976,11293,-317,317
,7135,,
6272,9533,-3261,3261
14113,16320,-2207,2207
30734,23022,7712,7712
14740,10856,3884,3884
16621,15632,989,989
314,1705,-1391,1391
13172,8021,5151,5151
26030,19787,6243,6243
220,2039,-1819,1819
11917,14738,-2821,2821
3293,4526,-1233,1233
17562,21633,-4071,4071
5959,7852,-1893,1893
6586,18649,-12063,12063
7527,10058,-2531,2531
188,3370,-3182,3182
18817,15239,3578,3578
627,4568,-3941,3941
13799,4049,9750,9750
13799,16160,-2361,2361
16778,17477,-699,699
4391,10326,-5935,5935
35438,35636,-198,198
,16897,,
15367,18174,-2807,2807
15524,6129,9395,9395
10976,10894,82,82
30,5850,-5820,5820
10349,19014,-8665,8665
10635,10149,486,486
21953,22343,-390,390
18817,18139,678,678
41064,43119,-2055,2055
94,5443,-5349,5349
941,3358,-2417,2417
19757,17817,1940,1940
14113,15026,-913,913
20385,19818,567,567
80,13838,-13758,13758
392,3138,-2746,2746
36065,25618,10447,10447
7213,6970,243,243
4737,9535,-4798,4798
10036,10136,-100,100
8467,7719,748,748
17249,19626,-2377,2377
706,1741,-1035,1035
20385,26384,-5999,5999
2352,9522,-7170,7170
941,5605,-4664,4664
549,1692,-1143,1143
31361,18741,12620,12620
13488,16393,-2905,2905
5018,7050,-2032,2032
470,3430,-2960,2960
627,4566,-3939,3939
10964,19238,-8274,8274
25591,21207,4384,4384
40769,18805,21964,21964
6272,6468,-196,196
39201,39117,84,84
9408,8055,1353,1353
,11528,,
52034,56252,-4218,4218
41553,58683,-17130,17130
10976,11607,-631,631
706,4628,-3922,3922
21796,26810,-5014,5014
11133,15647,-4514,4514
8311,7914,397,397
5175,10180,-5005,5005
6429,6605,-176,176
549,11243,-10694,10694
32929,4291,28638,28638
30,8191,-8161,8161
100060,70699,29361,29361
6899,5376,1523,1523
16500,18453,-1953,1953
25597,28251,-2654,2654
21953,14577,7376,7376
40,6252,-6212,6212
100355,41249,59106,59106
15367,13340,2027,2027
31449,31500,-51,51
12544,8776,3768,3768
14426,20175,-5749,5749
20385,16445,3940,3940
79971,72721,7250,7250
,28483,,
14113,10202,3911,3911
17942,18557,-615,615
22894,25956,-3062,3062
36065,27687,8378,8378
,8398,,
4861,7357,-2496,2496
706,2780,-2074,2074
5488,3637,1851,1851
72130,43189,28941,28941
19444,14886,4558,4558
470,6258,-5788,5788
21953,16252,5701,5701
16621,11723,4898,4898
16935,26222,-9287,9287
8154,2888,5266,5266
10036,10111,-75,75
21639,17192,4447,4447
27946,23715,4231,4231
470,3395,-2925,2925
8154,6983,1171,1171
7527,5784,1743,1743
2901,13927,-11026,11026
3607,3143,464,464
28608,19007,9601,9601
18817,15884,2933,2933
10349,7717,2632,2632
10349,9165,1184,1184
25763,28154,-2391,2391
23521,32714,-9193,9193
549,2788,-2239,2239
10036,12183,-2147,2147
20071,21673,-1602,1602
14500,17171,-2671,2671
3920,9621,-5701,5701
,64060,,
7837,10429,-2592,2592
18422,20676,-2254,2254
14113,7625,6488,6488
,15042,,
13172,11198,1974,1974
16308,8783,7525,7525
23521,9618,13903,13903
81808,74809,6999,6999
16935,15628,1307,1307
11917,11201,716,716
7840,6999,841,841
41629,25925,15704,15704
39226,41764,-2538,2538
53420,48364,5056,5056
34836,39388,-4552,4552
14740,25634,-10894,10894
6586,7689,-1103,1103
10349,15670,-5321,5321
11447,22679,-11232,11232
21953,17476,4477,4477
11760,16984,-5224,5224
10976,19203,-8227,8227
12861,8677,4184,4184
7495,8917,-1422,1422
33500,32028,1472,1472
20005,18388,1617,1617
9095,15008,-5913,5913
22894,20165,2729,2729
22298,18617,3681,3681
20266,15898,4368,4368
28225,21690,6535,6535
42965,5233,37732,37732
37229,38679,-1450,1450
19757,16911,2846,2846
2038,4634,-2596,2596
7840,6451,1389,1389
26657,17306,9351,9351
46991,36995,9996,9996
43905,5169,38736,38736
10976,12613,-1637,1637
,19946,,
12231,14511,-2280,2280
5175,8464,-3289,3289
13172,8590,4582,4582
31414,29100,2314,2314
15681,17461,-1780,1780
,18096,,
4391,8607,-4216,4216
,23285,,
3136,6194,-3058,3058
12600,15591,-2991,2991
2117,2587,-470,470
35752,35087,665,665
31675,28295,3380,3380
18817,15837,2980,2980
30750,33979,-3229,3229
3763,7079,-3316,3316
,16250,,
8163,15410,-7247,7247
36219,44444,-8225,8225
47217,41670,5547,5547
3920,6493,-2573,2573
,24454,,
15994,6031,9963,9963
40983,36577,4406,4406
2666,2046,620,620
100,51100,-51000,51000
10976,9534,1442,1442
23521,11913,11608,11608
16935,14149,2786,2786
15994,15501,493,493
42692,36713,5979,5979
10000,8066,1934,1934
19757,22439,-2682,2682
21000,18620,2380,2380
8467,16995,-8528,8528
14113,13889,224,224
3763,6764,-3001,3001
9408,14730,-5322,5322
28225,33511,-5286,5286
15994,9410,6584,6584
21326,3634,17692,17692
392,3829,-3437,3437
10976,10570,406,406
4704,5258,-554,554
1568,3694,-2126,2126
27284,35084,-7800,7800
29793,8398,21395,21395
7527,8463,-936,936
16935,11898,5037,5037
8154,6949,1205,1205
157,8952,-8795,8795
47,5781,-5734,5734
22894,16728,6166,6166
19444,19710,-266,266
1098,3102,-2004,2004
9095,15375,-6280,6280
18660,16692,1968,1968
18826,18377,449,449
1176,1427,-251,251
18817,14486,4331,4331
94,11074,-10980,10980
20385,3446,16939,16939
,23358,,
6743,7603,-860,860
11967,16310,-4343,4343
38762,51836,-13074,13074
42337,43729,-1392,1392
18616,16281,2335,2335
627,2930,-2303,2303
38157,47527,-9370,9370
14740,14095,645,645
12544,10286,2258,2258
18503,26878,-8375,8375
1333,1438,-105,105
16935,25931,-8996,8996
14740,15922,-1182,1182
941,2726,-1785,1785
58018,82133,-24115,24115
11604,14058,-2454,2454
11469,12668,-1199,1199
3763,3256,507,507
470,1986,-1516,1516
55823,35946,19877,19877
11604,9292,2312,2312
20322,33242,-12920,12920
11917,11055,862,862
157,8952,-8795,8795
3136,1984,1152,1152
2500,5402,-2902,2902
28589,35112,-6523,6523
8154,10754,-2600,2600
15988,20671,-4683,4683
6,6828,-6822,6822
,15721,,
3450,3310,140,140
,3462,,
5959,16736,-10777,10777
27654,24193,3461,3461
3763,4176,-413,413
1254,4310,-3056,3056
17405,19013,-1608,1608
18189,14211,3978,3978
5175,6991,-1816,1816
38445,45482,-7037,7037
862,2873,-2011,2011
14834,14477,357,357
12544,17855,-5311,5311
13328,16297,-2969,2969
706,2004,-1298,1298
13172,26614,-13442,13442
43655,45717,-2062,2062
48998,35661,13337,13337
1019,6773,-5754,5754
15245,16074,-829,829
29420,32122,-2702,2702
50178,37134,13044,13044
32929,33110,-181,181
42880,35819,7061,7061
31047,24214,6833,6833
14113,10132,3981,3981
2038,3507,-1469,1469
13589,17472,-3883,3883
27654,32788,-5134,5134
157,4292,-4135,4135
15681,17461,-1780,1780
10036,16537,-6501,6501
39201,21301,17900,17900
17249,16728,521,521
18817,15286,3531,3531
470,4313,-3843,3843
39750,24367,15383,15383
23521,13938,9583,9583
60499,66275,-5776,5776
20450,14471,5979,5979
11287,23476,-12189,12189
81539,58344,23195,23195
188,2531,-2343,2343
31744,33653,-1909,1909
43868,40613,3255,3255
12544,6633,5911,5911
45473,46453,-980,980
72130,86084,-13954,13954
50,9774,-9724,9724
26795,19306,7489,7489
36065,29015,7050,7050
11917,20729,-8812,8812
44533,18103,26430,26430
44846,10164,34682,34682
25500,18530,6970,6970
11290,10039,1251,1251
12231,10684,1547,1547
28852,19199,9653,9653
282,533,-251,251
,6456,,
111332,83420,27912,27912
16960,25615,-8655,8655
42171,42805,-634,634
20814,22315,-1501,1501
38311,34603,3708,3708
,24326,,
22580,25787,-3207,3207
3763,3553,210,210
7840,5351,2489,2489
24462,45486,-21024,21024
12541,18218,-5677,5677
39201,23117,16084,16084
26149,19657,6492,6492
8467,13623,-5156,5156
36401,38433,-2032,2032
12544,28289,-15745,15745
28391,31765,-3374,3374
3607,3143,464,464
30241,32087,-1846,1846
11604,16578,-4974,4974
,12973,,
13172,8360,4812,4812
27598,4893,22705,22705
15053,15322,-269,269
,10348,,
8386,11996,-3610,3610
5488,3637,1851,1851
35124,29449,5675,5675
53154,48098,5056,5056
67426,7056,60370,60370
2509,7771,-5262,5262
40,6392,-6352,6352
17876,13793,4083,4083
314,1705,-1391,1391
470,1895,-1425,1425
6272,6092,180,180
24148,24644,-496,496
28225,6649,21576,21576
,7442,,
,33773,,
,1534,,
3136,4714,-1578,1578
15367,12852,2515,2515
45204,46544,-1340,1340
3450,6945,-3495,3495
10036,7835,2201,2201
314,5288,-4974,4974
862,2873,-2011,2011
282,2017,-1735,1735
,28754,,
30906,29429,1477,1477
30734,23022,7712,7712
8963,9859,-896,896
29793,20652,9141,9141
21326,22224,-898,898
950,9365,-8415,8415
627,1059,-432,432
1568,11001,-9433,9433
80,15774,-15694,15694
19757,18930,827,827
4861,3363,1498,1498
4861,9234,-4373,4373
43655,45717,-2062,2062
314,1175,-861,861
18826,18483,343,343
12544,9645,2899,2899
,34917,,
6272,13203,-6931,6931
6272,20424,-14152,14152
9252,13193,-3941,3941
22580,20355,2225,2225
11290,15226,-3936,3936
13808,18413,-4605,4605
18189,12942,5247,5247
31361,42660,-11299,11299
86243,53150,33093,33093
63349,14010,49339,49339
2117,4865,-2748,2748
706,3147,-2441,2441
23521,28161,-4640,4640
33870,39536,-5666,5666
4704,7609,-2905,2905
706,4643,-3937,3937
46891,56721,-9830,9830
25089,23814,1275,1275
16465,15853,612,612
17876,21976,-4100,4100
21326,18297,3029,3029
,4356,,
17249,15357,1892,1892
12701,3919,8782,8782
1176,2895,-1719,1719
9408,4689,4719,4719
4077,3502,575,575
1725,1774,-49,49
34811,31371,3440,3440
19130,15776,3354,3354
36235,45312,-9077,9077
20385,6772,13613,13613
72130,35407,36723,36723
282,12842,-12560,12560
32929,26379,6550,6550
470,3126,-2656,2656
